frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,ip.proto,ip.ttl,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.synack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len
"0.000018000","3.744689000","66","192.168.43.223","185.125.190.28","57200","443","6","64","0x00000010","0.000018000","0","41641",,,,,"1","0","0","0","0","0","32",,,"10927","0x0000dcab",,,,,,,,,,,,,,,,,,,,,,
"0.017095000","3.761784000","1454","185.125.190.28","192.168.43.223","443","57202","6","45","0x00000010","0.753736000","1388","1",,,,,"1","0","0","0","0","0","32","f7545bb8971914d7f596dc40673f5028fa70cb6f69383c513c771bbc3bf8c81d6bea297d3d8b573d1ec3760b712d100563617dc9d1343567a5509668c7ed8ae4b0bd41a3780468e2f9e3946c94644a68808bb7d36e50c492dace609d1f4e6dd58855b4e1c258342ad2d6fdaf9562d016731d89a2f57fb9ffc46c7e5a5e8970932779600e3215ff3f96311e48695d33e690090a796fc4a85acc6f6de3f7ada3db068eb0e675652280e32a7b7f4471d538278b43225489598feead4f788b86385fbf6e1c6614692729440cbc0e88f53f0b4d609a5882165704844758b8979426fe6c87c243550fd6e3e4d10a431c2918ba721812f77755997e553faf11d1b356e405c3fe302e3de884fb95a46388ceec128b3bf5a2d1828b73077d024d0d6ca4cb55ea4dba0edad94b8762e9d5ea63d35d185c40e696c0927c7474808c11cabcffd97e049a22ffd02d896e1aadac55a4b3a79a4da44277e4c56750f6fa3f78130f96d0fc92e7d0b2a9b263c28df14f358690f8e3bbd0ef0e59aece90f7afe23a97201ae48a064a86499fed11df64735219c9af0ff4b60806dd22c9a794a1008e115aa248499bfc2bdb38c0ef10ce1dda3fced3c3386d340ba69ea0a6de6b5aee977b16d88fcac95fa85cdfe7199bb54c580fad9d029addcbfa7807c6526ee91e0f9ff93fa4e28862d0fba2a1fc38a2409bd0724cbe3a87fd22b95728591512ac49e4b32973e13a8d5bda8ddec59f6625d17a99527e213e675e9657aa28d42583c6ce1dcc1fbea692ce1d64402e5f2a042e5fff12e4f316295aa204d3494f7841a6c128a756e9206a6239090783ae90c4caf22c20bfec3a2ba8b859a0d48fac9e22f57cb33a289684c46c2373be25e4f57bffa874d5ee8852f47f481efd255ac1e3f7b28633d37e6f0e459cc8b41321a92d0bc47caa1d9b51c791ac05943addf14bf20dda91ab4d058304cfbc5e3aa9281352dc2f037b8223146e7300ce1b15631412a6a6f4e0cf025c7a81adaae3a26df2381ddcecd3e55613e08de08181134e8f84eb7bed1801ba9c96fe7d32f688e8851c64c4ff44b0648543c93449635184a80cb701e5ce19258c0eac2c07c3e223acbf65d88e38551f8a413908888cb4fd7cb51ff9c965aff618bba098cc6de8abe7e7df30547369e00aeaad75daa165c7f62f11172fe7db304878b5590884a7317d46d71536abb88d3c2a284f59d15edd97d27818e5802b771a9ac9e4a021ddbac0aae788994b787e52603c7f3fa026f7c83e4caf4eea1fcab7c194ebc2e140984614b0df45d91b02fdad8d61cc1ef6efc4b0ba34ee318feda844a32e789e06911f22c6d473a9d9f28559580729d314bc1121108bd73dd398c7aa83d69654f8c563434c83f1624b7cc95fec00e1b56afc80fbbda7e787e660590d82294b9fb27582781950444af1150bfa84bcc78d805d8d569bf3cb30ddcb284ea61267d99d2b32990e9230f7326c6fc3083d6f483102ab521893932a101fd88cff9d0191a8c78c75d83fec1d282b0df76a5ddba4f1485a7c8d9da175470789d8bc54fadc7972c403e9ff3c67739ce7d47e386037bb42228dd89260270c541d1a86ce8fe3d054546ee8413167e843758660bee8a43456f3eba38ba372b4c2ef396807e89591636f0959c5d30753e2c60788205aa9536e81c91f951acbc3c67d95256f201add3263bc10563bd63f4a258ac07fd72421b8d9e020281bd008357d17e3788650959cd1a1a5fc489a3ba062fd42c8bf28e63cd52ab92b7af1c414b08384fa27c8e64e853abe12bb21f48515ac988a937312313ebdc5d12094a41980135991513381f76d6a32607d66aaecc86a8a9ffa054354fa842d4f45ee09855f8602d236e38daf5419a00766a363b634f9dc66ae0bb5d0eb3652e2e74ee1fd0c64f42127e264cd497841f28fcccc7c0fca9b7fd8bf71ac3e96379d7fc542a3bba7b276f2",,"501","0x00009a9c",,,,,,,,,,,,,,,,,,,,,,
"0.000017000","3.761801000","78","192.168.43.223","185.125.190.28","57202","443","6","64","0x00000010","0.000017000","0","4294818781",,,,,"1","0","0","0","0","0","44",,,"4488","0x00002252",,,,,,,,,,,,,,,,,,,,,,
"0.024775000","3.786576000","1454","185.125.190.28","192.168.43.223","443","57200","6","45","0x00000010","0.041887000","1388","1",,,,,"1","0","0","0","0","0","32","8b9c2635b8c47d4416cceb0dfc20f5eb012e957b2500c6bc285c444c1636b40bed7f7ca359bc9ecf66815a709685cb8957c9212639943c168e67e34e0d478800a8421ab2275646899e758cfbdfad3e544e8e618beff60143198d4d90566a82e383c4a3dfb99d2d1e33f860a3864c4ef5b66b0238b7dfe724f6b3552549d5d8e61a11589a6b8f2c39d3ca9c7353c79a09729830e605e2b92a9971f9c977560fd04a26be1f54ef06c8a4305234a2b9c8f442030cc7b14405794664485596b314c7161782a922e486e173e17af1c824277511c0a31f22a00ac88867d1e140671576fe0a89e3e641149e617f2f435a7b3b7b1162d51ab8ed77eed107bed240ec7b1229f4e93e931eda6131e35c17971be270fe66d7407f949d1959a9855c711a1e992abedbf693f41e8e93673abfcca57cbf82b209b4220e889dcdefafb618038f285707d606406f2dffd1aeadfac1a1fbaf3b26d7a8a1201c82d19b757b762c7a61a71a98bf10acf98c9b5af6abed56e27304eb3bb090261ed40b0ca68bc3d0e29486981c4f4f582b9404905e76037dd838c54822a1d6037e56dabbe353e6db6afe9411409bd4ee82f4587708ad4e5de11b98ec8616303f191d37a7e98ff810fa0fdbd7d555a8eef78ea1e8d9811a43a2918e0aed74e158be361e886da1718388cd68964ba2d76251afd465b600c51593a3d46771822f97577328ed49976489d3d5c9c548ea8d4af92f8bfd4fa7beb84d192c1a3a847643eebe2de630d345ee8e4fed1ddd2ae13daa4aaac1da38982d32daa635f3aca1d932c206fdceec9cf751cbd27ee121d91e364c293b70f52dbe247f1c700797a1fd059ba148597cc30b4d607673710e1909c5525021b4e2250f79d92fc309abb90d4b1b1625fd7cacdc9e094802cfaeae0daf47453e2056cdf061feef40fabd7af52220b5eb36309c0eda15d6300e20554cd9ef130a414f3262b879fc8b2073c8758d3b811f457e38e91551992c0280824b05ac1a40df128ed2a842377c103d6f7f156c90cafaa4d8fc210d28b297a40eb0cc6b6ea3f93f3ec4ce467d3fafbc60b88a6d0ca296f4b9d559a55a75ad481ca4d9d0da6ed190da856b1b3a81717ec9c280b356d6d7be6e4301fcc700a2cf038789b2093a4024d92f9b7d95f8a142509e55155ac77bb67d57fab8ace590f574d84fba4bd1f48a7721be7ab1b63cf31635939822ec2994f83adbde820e5ffc80ed21fa79a3cc858b2703549daf04ff89996201e1dcb310125710d3bb12dae5f6f0baba348acbd304a8c8e01ae3bd2d86ac88bca2606000eba16c295dab019a48ca33ff44e1fdc680cf3c8d64a9cf40ee593e579a2ee041e80e17c355f86892501927dc535b1703033fd130e32248f2726bb61b1947f4b98492e6a5711cce65175700a9d545db2a5522b525bbbd92b3bc326739af0916ceb959160470d6d511901019ed0444de53159680fea9b8039de1041903d7ea135c2cab747ce32143ba1e7d5100f50f7af3fd186433ccb4135114d3f0dc14d22183fdf28bcc55329b9586978464398093fc73ce00090593a416fa6d24738868d50773d2c783c95c4e351795a9b01cb00226fa50dc3a9bf8cd3a0cf55a92a025c7002df7a75b81231fca964728a5cc08615da27db21e6e28e26f805ae4eaeba9c5f197a1862494366892b0732bdc26b8ea9584505d4c2b35c27448ff6db49563e48aaf941fadb97e0fcc9c7cd9b6c8123b173a51a6f54c66b740ccad4c2c87da7919b56f5c07aa0260d6b3baace4eed97154a7f9219c73d6b60e1f373774c23b38db7e2476c0eabef28b4f0405434f2282a070a7f6f28749b15e04669b83ff959cabcb863271d7cbcdbf5f698b66a13cc839a2f8174d07da02d71df452614260b0bb3fb0f2d1e3422140e87f96724e272b099b28fde368cbf8267b17a7f5e7b4b577b86f028ebfc4b237df8b2242d976e061",,"501","0x0000324d",,,,,,,,,,,,,,,,,,,,,,
"0.000026000","3.786602000","66","192.168.43.223","185.125.190.28","57200","443","6","64","0x00000010","0.000026000","0","43029",,,,,"1","0","0","0","0","0","32",,,"10927","0x0000d6fb",,,,,,,,,,,,,,,,,,,,,,
"0.055793000","3.842395000","66","192.168.43.223","34.107.221.82","41866","80","6","64","0x00000010","0.000000000","0","1",,,,,"1","0","0","0","0","0","32",,,"501","0x0000ae4f",,,,,,,,,,,,,,,,,,,,,,
"0.012127000","3.854522000","1454","185.125.190.28","192.168.43.223","443","57200","6","45","0x00000010","0.067920000","1388","1",,,,,"1","0","0","0","0","0","32","077f5b5c8b26890bf601fb6f05ce30049f97f6da9a7b7da5456242041a74488f03a2f7563a90353b89eae12ebc00c2ab59d3cf2c221df51eccdeb018351908f18bd5dc9c17be84639eeb01d1a06987b57832f62546ed3873582775c4882bebaf353469378e3f699db13f788de2dfd2d78057cdfe468e51bb802eca3b95785582423204521f768249e5d4dbb348e43067104123cf06aeb1edbc1b6533954f7d4da300ed8342bbe259f198a05f84f98a4a930643beb9a39609d7aed0de260cf0c2101d7deedb400623c067f990c3be866e4c1fb7fda00aa388b252bd320a21c9819995fe39cf50210cc89725cd50cb682a88dd43de91ce130b52e976cda026632e5affaa6d196ae877b774329307f2adca06cfbfe39a8ecda05928c5e51a660e2a4f64a7da078bd36b7c89d8dd352016b6a0535c887f5ac769415e5cd7c038d887f721b7c9bb2944e09aadd4eee12a5edbad88115fd91dc57e50920baab86513dd59ddec09b8ff00b9c4b857c463906b79a196026085a61e8811b79170e05813616bdf4f92dd7b8c5ceac3e0a2b711dfaa3fcba5377bb713805d866c6bcb6d0d6f8d19c0535b36d009bf8b170034148b31ae259ededd759646e8d2a2d847549e0a98ca1d70fc789d7042484c7f468299140fdc66b0bf257d9210154f7b8192c5e9f9b08011fa47acf3dd005b29ffb8f1f1e9af1dbbe246f53a2fa7ca9e88189de0dd76481604f10f75008c885cd28e294435cfdf96d0b554216cbd260e0aa70ec3d2d7868ba0415cf52322753db14bb8d1f0f5e19017ae88deeb78914de96a6467b01e3cdb2e9ee1c4cf70d7c196a20abcdeaa59896592a62d20467701ce0258c5613308660d43d3d973946bc44845e6152e3442da944add09759c23dbd0848724d30c31dcdd8423c8b03752c3ad210a049dc6915376d9fa192fed3bc1d48d9bbe7d0b672cbf2b10195650800183a9a76b9331b1632e6b4283a2922069db294c0784eabba060b973af4f65667fbc9f586a3062c745a0c3f4d3d20dbef97af8ecd5b991c34a17669fd36346a7f9b78ef0d654ec5cb6bbd73dbc2526f988a612c326e14625dd0d16d0e70dafb034fcdbe009657865c138d916c84436518e4651cd46470638345fcb59e964be425c43b9bcad27d9579c22e3d647f9e6ad50fc6581251be2af8d51fe700b916ccb987aeea93b381dab6eed2420d4e7a8f88119b7988bbf2cb0b0b060d4fbacc0ca48f2c0e3008c20a1937c100e5a878657afefa5c6605d2b9b5d661e3bc25895c8e10d97d4a5227ec78565207ce422da6621113402a3ab867f31c1507f4418d4a7bafed4c506be5b74c8736e243704cfd761d3e937dc5e74253aaa13bce7bcc4b0c7b97d732690df338bc80bddef7f00bfc5780c065478e15d7aafd0ac31103bb5d931432e30cbda763c53aa090a10646588183b330f1a9768bc4957bcf70eda730b8c1eef724522515d038eba1e39e5f93e9a87759897f83d25e7fec6ef52f2034f8fd2d4905c52cfa02c350d90c8b90ee4cbe02a204959bcb88a136832b29076cbebde4f7a1a9e5afaf4c72daaf8caf4ca26e5a8b88cf36d83ae112d50c421911b4e4d6ccde6c87ae467ee67ad89ecabd87efd3eea92449fe56162102d8353443a255ef7aa20a674dba026096b04306b2ec41218381c52cb4848bfd460ca0e25f6606a842f27082721633c616f40b281485d98cad1d8974865f3d3531627433d842b6c6a5fd72019df6992a9aadc781223c6746891c7ce856942bdecb1c93d44120a0a9a3e54befd10a77c27b29379fdf43fb87ea882420a3ee903752c5a42ddfd61729a0b3c35bd61901ef80dc7ed04992042613c5309deea3a4e32897c22ec0b7a7d2842c79d35ea9ae15298d776d981161275e2f477e1e5ad2277532affa31006a3c21495b499d618a10f2b3d8ccf6ccbcafe356423e94dcb1e39e97494e698",,"501","0x0000c0f6",,,,,,,,,,,,,,,,,,,,,,
"0.000026000","3.854548000","66","192.168.43.223","185.125.190.28","57200","443","6","64","0x00000010","0.000026000","0","44417",,,,,"1","0","0","0","0","0","32",,,"10927","0x0000d115",,,,,,,,,,,,,,,,,,,,,,
"0.150721000","4.005269000","98","192.168.43.223","192.168.43.244",,,"1","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0.003470000","4.008739000","98","192.168.43.244","192.168.43.223",,,"1","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0.176329000","4.185068000","66","34.107.221.82","192.168.43.223","80","41866","6","113","0x00000010","0.342673000","0","2",,,,,"1","0","0","0","0","0","32",,,"261","0x0000b162",,,,,,,,,,,,,,,,,,,,,,
"0.001533000","4.186601000","1454","185.125.190.28","192.168.43.223","443","57200","6","45","0x00000010","0.332053000","1388","1",,,,,"1","0","0","0","0","0","32","bc3738ea5a81db8ffc082dc0ce666c5dd5ff6893287a1569e39afd7883dcdf2a62cac9501d0c92d3172a7ec45ddb3dc99cda17988c7f309af2dd7d2332affc6029cd21535baf8e0b6784a3489cd5173b46a222b01c2ec36d385e1eff8c5fcced0e6c6f916c7b933358e13e6f90c13d2ff3f466bda32900ad46ee9e68dba7a01881180ddd9d2eb978311f720034edf461f596a0ad7b84f8ff97bedd764997efdfd89cee9aa12ccc218d610fb8e00e2524a910f9db5a6fe8b4dc02baef1f9ec81ab3adcb27e11dcd16f118631e3c4cdf67d2ba34c52ea53384665d10691eb0af63ec797bbbe91f5161c2c7ec4720f64fc895fa3a5ea360cab4b1c85070bc1695bc8e34cec03c3707dacf522c4b068d57111df6dd8191ecbac8df922bcb6c73d1843ef68fc45408805bd647c80584c692e8a127f1196928d2552c1d795893994b5012960018598b89900ec40b8b9013fc5ba9d675c3912cb5a1a7d7846bc982a5c0a5d3ab0173dab92f16aa8d05f2b37b273963979c0abaaa5510c47b8dcb5ada6e13da3c4bf97e3576f66baabc0047b1f4a3636c1ef708bdb6aa1cf02b1f51a7232d60fd4fab4561255e35ba7f0607f987ac50202238616a45a4bce694701ad8eeb507c03524525d87c7aa8d5de7167af5d8ee74d02b94a6a85426314e3420bf0fc3131a00611ad941d7a4f46acde42a1781cf9f3bdf381ae89ce65bbac67a48624186aad0100f50a7d469dbff21d09ba91df13d6b4593d5569375dff8144c9a54a0390bf735203449549e195eccc27e63232676df7e32af2eb99c2c2823e8f0c9ed31f062696d2b9da386a812c7888931392a492b2450f21857664917b312a9218dd1ec966da894b9a7a607582588bb10b4afc24897025a1344189fb3d161135aeebfbeca19f2fa7410767845b0f905c241827f8d47b511816834580455e64d6e58346d4eadc9d5a166945ab8ba62e10051993b6f61dff826f48687b786b507e326bdc3cd4325b842de8447e907fa8efce2c50fcf7abc437d852abcf025e16f9a63d077a2dd1cd4469fc4800d25b413ac35aa67d45cee6b5de945676d75517c7fbab2f3d6ab57a20761f59be057e4eaf4d425d7584f4faa21460af51f3f3a695d60017da5440074889a74fb9309dfb43110f033c6785fe305b985dd1e172f6edd6f5779405f510c9a569f7ae021542cfa50015cfe5e307994b96bb1341a18d68f89444801f07f66a568f4e208502125d7ff435eff413475880f147e9e4e430818281eaf99e11ed1d37e73ec90b4668eb5c36312a584eabc6f4ed6c965400c3046c9fb860dddde6b4b2fbd71d5022c762d4c39b0ff95cd4b9fa6620a347289daeb04ce860ee0ed6ada79d30b2ed8f41f7db3984f4cf1e0a62e476fac52c11a0ec6992af4ef017c6ae84bebd8fa5ca808d742a0f1aab3494f59578f46462ccf3f821bd12f68c69924a4b9793269f40117aa2c4af1a03ff6367ea5fc73e345f67f4bac6a88336e4c72947e9e33a8aad231abd2d2c96b0efc55e7027f69a0cae22d19d3641c8b54650032ff359a50006d2dc9ffa6c6cad21fc85854df85c05528121593657ff0ff8742ab0b7fdfb2d999d384561524542fc0f92aa8b21914d873ec157cc25e0b444ac83016f26aa7bd1f3dd9386dc8adb4724ff348df6b6645d7369f1e6cd10b22ccad7e7186f23293ff9e4526743b9ccfa5bea50454c8037209f160640443d3d7c0a4445133a7d82aa043c5c2ff3e1f8b3e7ba9d14379ad1bdb1b0d62b40e83aaf675c05a615918eca6cb7a4b5656de69ea752211b632d7fc199a940e90865d07c92d13ffb8a9a6b4adbbf9cd1b6f4c54b7e4ae8659ab697737cba5ec2b73b138a10a88cd55d4b1b1c940548b5e8ce533c7aac8a8fc72b86148d54c1bea7485602f71100eec3a7ba78fe751c855afd7bcfd16c0295a25e09e3b902da7e3144fff0d782088c22805",,"501","0x0000e1eb",,,,,,,,,,,,,,,,,,,,,,
"0.000019000","4.186620000","66","192.168.43.223","185.125.190.28","57200","443","6","64","0x00000010","0.000019000","0","45805",,,,,"1","0","0","0","0","0","32",,,"10927","0x0000ca27",,,,,,,,,,,,,,,,,,,,,,
"-0.000018000","4.186602000","1454","185.125.190.28","192.168.43.223","443","57200","6","45","0x00000010","-0.000018000","1388","1",,,,,"1","0","0","0","0","0","32","2654c90528163db2aa4aac473d45b698914b467f96d0d95f0e61ec83482ec6667a817b35819dfe32a8cf3b20395806837b15f9eb5360481cb41e6094cef2cab7d630e5dca09757b51e315f22761f2629ea0b99fd30be81a8163b6581816292fb9c4e75753741f84cab53e24e58528c7a76b7ec0bfae34df0592b4f08ef1860081a10bf2cea170eee1c6b2913e527edbb33398d75df943f2a93e9c3ec896e836c815ad2cd10bc1e8ef52081618edf0dd962cb19dbe1c0017a2966739da7309351422771f20e32da2dabc05962733ef3fc0c4d8463d29f2a895361e290638b44e10a58931c04224b41239043823e68199943a7f300b43ac187af121727bfa18d21b6f67c407def2dcfbe67311982ab8a05fca567fb224c96316686d9b82e67474055a992b0890d93bf14ff7f74958e61efc6216ee6960fcacf8f23ac157b5a2925633b89e3d0f9df6636abb5161838b8586150a6bde8b77d86bec00540986752de3ddd3f39c79e37b6899bbef2746b23754432f34a3a334cfccb291b896e1f9b2e063a16dd83a9731f5374c86be36e8aa72b11ce1c7e5b3ea3f23547c88679c364dd71ab5c9249c72969e8f8cd8ecef6a8d665474977dc3dfea2600c15db94d3b2233993b875d54a565243998f6e4a84098d2aff62051b5fbc34996a6f521eedf177598acc5d53be64aba128f32d1bf85df0865c7d064d0d84d66facf37ca91e9ab2728fcc6adbefa2a3ada167304999f04be7ed85c788ef44fcdca0c2d58db5144dff6f9044139cb2be76e201ec9580ee3af62fefebadf65dd60da063095f6ec1fe13bce6fd105a06eb08d4c831150e4b20e642908b8678da2ddecd39511c8bd6139d0e904e6105ea9fc1ef76ecc0412120c20f61f079131a25e6c5260a274f00b383fc7ba815cbeb470c3bc58fee44e6183bf446cc1f67729f84c2e90dce91b56e7105a7b80959a1885105f9db5a4b73b6fd0100b222fde51493145a769ce916f880305d2b1304a3814391fe1207348686d81077574ed5e79817a9e8d3ae9e9a870663da0500259768eb616ba1e36a7ad6f86ed352480a1857c1c3c6303559d5bb04fde563b46c8c0fbc91f98fb692312dfe8d37ac2c110395325e5fc21cd2dd9e2312a5672435c9120fba94fcde25699f2602cf5d528a825e17eeaee608323f7baec399009fee7f7bd25a5ac4253889544edfb5d60303c64474ee673fa4e4bc95f178656731a995857e73984c7170aedf3df935a818781ed35bba70fff4f669a7b1986767ec430f1f4c26381dfbe491d3b202cc265de923176cfc4144295b93b884b7f85b783ecb83a7cd72c58bcb5b2d9b94df0db8e59fd42dd27b261806f0f7e51080575a6a9c4e538e1bb5eecee421f5ba3fdc1b0426d56fac6bc09ae586466ef508b23cdb6370f2a01e3ccad186f632bf54e05b8914aa41ece676fffeec1be22ff8abb679e1f71f967da6972d2e3f8aae283924bf55ac5069fc9e48f2f149e36bad631dcb617c342e61f25731bd40444d87a385d04b4de22a43c19a90c993bfe9b3be6002f9d80b615c7922d6166ba7b022b018118c5bbbb128dfbec4e79729cdaf9f4109904456908cb87becabb1d2beac8c119401daabe68328042f126e05c13a63adc7e0953fdc104f1cc1f394a53fe9205fc0c96b3723895c6c28ddf95cadf6c75c2ecd3790b6cc0800fb6119e5ffdd0a216283fd3887f52e21e19f7264b5fa761b8922cc19170f3f0f96ec503f22e251a04cf20e7bfdc61d0b2f1fb273b76bfbbe5fc41fd3d7b7f9b7bf60268f92cb4aa09084ef296574a1991705ccb46b03a2bf3f302ed2a4bb8b8bd219c4a1899b98fe6c64788905b6508569f3164f78dadaa63acaeeeee2156356f526821f585bac79a15b83982c673902d83407b3b53c4f8de08ab90721b6fe96aab3be424fca1687f06fe317b85ee3604368fd0bfb30f188aa4d75afbf40",,"501","0x0000d08b",,,,,,,,,,,,,,,,,,,,,,
"0.000046000","4.186648000","66","192.168.43.223","185.125.190.28","57200","443","6","64","0x00000010","0.000046000","0","47193",,,,,"1","0","0","0","0","0","32",,,"10917","0x0000c490",,,,,,,,,,,,,,,,,,,,,,
"-0.000046000","4.186602000","1454","185.125.190.28","192.168.43.223","443","57200","6","45","0x00000010","-0.000046000","1388","1",,,,,"1","0","0","0","0","0","32","fa437b984ebec6d77b064edc404fdef8307c81a10b2caa9d4a63263b1e48a4ae6bfdd579fef13a04fdcf816207fc1fc129281fdb3cc80f380f099f2d50490568e24dcbee59576ae1c4ed553a7e3469b07af5728116ca9719e01e791449a00dc393bfa8383c0cd907043432e755e4bc85b2fab85b4033ccf76ed9b0ca011e3d0c9b33d1ccfd6208743305856a5c50f5c0b02c6258911e32101a415085af9fb7160142ad24f2f150b40c2dbf7acf2cef839afe0d83a26c866dfd271d85565ad34756de6df3bfdc420869cfa3ffe9bf3caac6ed50189f302f01df7b2c037134f18ccb9493ddf34d581a74c09395b2ba9e2cc5abd51620a1a79898b771a83faf0416a4b02c131388192429717390c5351ee20e866d113bec04c3aeba92b6ed1a0e9a2f4069ba942a8a1d08d9cf875c3865ca97ceb670c6a5f17c44b2bd6289a6ac2bad315381085877dac7ee50b0700604551a231e980768b335f14af979c79ebb4153534d72425a310762c4524dd6087c79b427f4c816e8ebccafc2b80e77cf6ddc335c914884537461c77a030e993a1b4ac4cd3841974c20b9a82b97ad7d09265e74388d1bb2bc4552a663bc4f9711a2bf1cc9c8bd394ec631b69ef0d7e05058539f2122ade7ef3e06aa07a00b7e379944bfe5089c914d553e55ece3c295230c3988f6e528c9b392160214d14241815a7185562e940be87a787276685928a8bfb57eee8732686a0ba3eef0f6e15bc969866fe516d9a21a9c5d963bbf2786aeada99ea6e4f6a8b598df6a7e45b9081bd3d5477b000f862466c391777a2b3bde46f89ead8c9bebfa7e686e28321f52f8bb8ec38e2701ad4270b2c5d37c625dc4d0906370a8c0e11d58087aa484f79e11fdc02ec89b2f07d7aa205129eec3cc6115d673e72da66ea29ae8964fe921ad2e935690ccec69fc6354bdb16e1fe47f04187fd5def06f9e5a6f5a0d14556d14ef865fd867afedd3875beb71f334d590d9f2b8eb1a2056f5d5e28c84af0414b0b57d567f585becd1661d41c94c4f91c9e0f59dfd61d1901389bfc1164e5cb81da1389dacfd2e5103fcdb359e010a2834549e3311a88228dced33c8557bb2780fa3a5f158b227202312bae2c6ab97d0ba0e6767c2db63ed6419c2e639fdc845e31454f8badd1aba3b773aa2e6f7d5bb5394bb9f5144429c360aed12d61fba43893de1bc576e549896afd5faa15ca0a559df7c770ab7f5ed2bc2166048146e2897b82dbd777df0bbef5473527603500798f86ebd3bf25c74bb955fbac4720ed6277e9fbd171e18dc30b448264f65127e48a9661800892bed339d8815659cd5f4618d7d9d3939800efe0f1eb4c3c7b068d402e65ddaa1e3411dc91b5caba8241db2c03fb0ccd81d771355e72745bb7df7dcc4339c9453e188ef066fadaf0f0b53c9ff538e0c95bb63a9642241e76e8928630911d76f555aa6cea57ca399a363223a1a9ede9cff9def93513c270c260ae2b60be43ecee599ef314aadbdf3cb6c383f82063efe3410eca4f8021bcc837f4d1a36f9ef68686f3273d47ac36d99b6b86a3a0e6355af0daf96ecb4abe304c50ca5c71aa7155f2ba21d97540aa2c92a96d4b5fcd6672dbf0622c3645c13700fcd61e409641700f110c3af70aae60456b47e3d38571d4cc8acac476c7436507c8449a2be854a764ae549a28ea7e3a52e7897286cb0bbff7f48399f39fbda3af09861b8da4c8df83e429faab052a859be401d582b66492ddaf8fe962eb5b5ffac0ce75d8301efd9553b0201c6ef6c1f6b56746c913945a6849fd505fe5bfc184dc674a37a5f04b93800bae6a99045a8e4ceaaa1ae4eda01a80202baf3cefdae2cbe87695948d97ea9fcb9efcb0ccf44f23976e7e6ea57f296087fcc1652689f456bf0a2c0da9d562c787e176eb46c433e104fb762dffd13746ffe770770c664c2189862f4bb836c11d1f330a7649e4ab7f8",,"501","0x00005a6b",,,,,,,,,,,,,,,,,,,,,,
"0.000054000","4.186656000","66","192.168.43.223","185.125.190.28","57200","443","6","64","0x00000010","0.000054000","0","48581",,,,,"1","0","0","0","0","0","32",,,"10907","0x0000bef7",,,,,,,,,,,,,,,,,,,,,,
